scientificName,thr_lev2,stressName,thr_lev1,thr_lev1name,thr_lev2name
Nototriton saslaya,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Nototriton saslaya,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Nototriton saslaya,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Nototriton saslaya,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Nototriton stuarti,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Nototriton stuarti,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Nototriton stuarti,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Oedipina stenopodia,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Oedipina stenopodia,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Oedipina stenopodia,9.3,Species mortality,9,Pollution,Agricultural & forestry effluents
Oedipina stenopodia,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Oedipina stenopodia,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bolitoglossa heiroreias,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bolitoglossa heiroreias,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Bolitoglossa heiroreias,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bolitoglossa heiroreias,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Bolitoglossa heiroreias,11.2,Species mortality,11,Climate change & severe weather,Droughts
Bolitoglossa heiroreias,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bolitoglossa heiroreias,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Craugastor chingopetaca,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Cryptotriton sierraminensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Cryptotriton sierraminensis,8.1,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Cryptotriton sierraminensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Cryptotriton sierraminensis,7.1,Ecosystem stresses,7,Natural system modifications,Fire & fire suppression
Cryptotriton sierraminensis,7.1,Species mortality,7,Natural system modifications,Fire & fire suppression
Cryptotriton sierraminensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Cryptotriton sierraminensis,5.3,Species mortality,5,Biological resource use,Logging & wood harvesting
Cryptotriton sierraminensis,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Cryptotriton sierraminensis,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Dendrotriton kekchiorum,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Dendrotriton kekchiorum,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Dendrotriton kekchiorum,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Dendrotriton kekchiorum,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bolitoglossa suchitanensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bolitoglossa suchitanensis,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Bolitoglossa suchitanensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bolitoglossa indio,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Bolitoglossa indio,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Bolitoglossa indio,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Bolitoglossa insularis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bolitoglossa insularis,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Odorrana wuchuanensis,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Odorrana wuchuanensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Odorrana wuchuanensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Limnonectes liui,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Limnonectes liui,5.2,Species disturbance,5,Biological resource use,Gathering terrestrial plants
Liurana alpina,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Liurana alpina,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Hynobius maoershanensis,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Hynobius maoershanensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Hynobius maoershanensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Nanorana unculuanus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Nanorana unculuanus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Amolops tuberodepressus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Amolops tuberodepressus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Amolops tuberodepressus,3.3,Ecosystem stresses,3,Energy production & mining,Renewable energy
Amolops loloensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Amolops loloensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Amolops loloensis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Amolops loloensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Odorrana hejiangensis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Odorrana hejiangensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Odorrana hejiangensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Odorrana hejiangensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Odorrana hejiangensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Megophrys medogensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Megophrys medogensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Megophrys nankiangensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Megophrys caudoprocta,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Megophrys caudoprocta,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Megophrys caudoprocta,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Megophrys caudoprocta,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Megophrys binchuanensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Megophrys binchuanensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Pachyhynobius shangchengensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Pachyhynobius shangchengensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Pachyhynobius shangchengensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Odorrana jingdongensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Odorrana jingdongensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Odorrana jingdongensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Odorrana jingdongensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Odorrana jingdongensis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Pseudohynobius puxiongensis,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Pseudohynobius puxiongensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Pseudohynobius flavomaculatus,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Pseudohynobius flavomaculatus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Liua tsinpaensis,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Liua tsinpaensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Liua tsinpaensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Liua tsinpaensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Liua tsinpaensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Odorrana kuangwuensis,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Oreolalax pingii,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Oreolalax pingii,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Oreolalax rhodostigmatus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Oreolalax rhodostigmatus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Oreolalax rhodostigmatus,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Oreolalax puxiongensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax puxiongensis,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Oreolalax puxiongensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Oreolalax multipunctatus,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Oreolalax multipunctatus,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Oreolalax multipunctatus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Oreolalax multipunctatus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Oreolalax multipunctatus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax omeimontis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Oreolalax omeimontis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax omeimontis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Oreolalax omeimontis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Oreolalax nanjiangensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Oreolalax nanjiangensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax jingdongensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Oreolalax jingdongensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Oreolalax jingdongensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Oreolalax liangbeiensis,7.1,Ecosystem stresses,7,Natural system modifications,Fire & fire suppression
Oreolalax liangbeiensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Oreolalax liangbeiensis,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Oreolalax liangbeiensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax chuanbeiensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Oreolalax chuanbeiensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Leptobrachium leishanense,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Leptobrachium leishanense,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Leptobrachium leishanense,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Leptobrachium boringii,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Leptobrachium boringii,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Leptobrachium boringii,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Scutiger tuberculatus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Scutiger tuberculatus,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Scutiger muliensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Scutiger muliensis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Scutiger liupanensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Scutiger liupanensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Scutiger liupanensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Scutiger jiulongensis,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Scutiger jiulongensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Scutiger jiulongensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Scutiger jiulongensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Scutiger jiulongensis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Cynops chenggongensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Cynops chenggongensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Cynops chenggongensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Cynops chenggongensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Cynops chenggongensis,9.3,Species mortality,9,Pollution,Agricultural & forestry effluents
Tylototriton kweichowensis,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Tylototriton kweichowensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Tylototriton kweichowensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Tylototriton taliangensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Tylototriton taliangensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Tylototriton taliangensis,2.4,Ecosystem stresses,2,Agriculture & aquaculture,Marine & freshwater aquaculture
Tylototriton taliangensis,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Tylototriton taliangensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Tylototriton shanjing,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Tylototriton shanjing,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Tylototriton shanjing,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Tylototriton shanjing,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Tylototriton shanjing,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Tylototriton shanjing,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Tylototriton wenxianensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Tylototriton wenxianensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Tylototriton wenxianensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Tylototriton wenxianensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Tylototriton wenxianensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Tylototriton wenxianensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Amolops aniqiaoensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Amolops medogensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Amolops medogensis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Batrachuperus yenyuanensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Odorrana anlungensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Odorrana anlungensis,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Pseudohynobius shuichengensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Pseudohynobius shuichengensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Pseudohynobius shuichengensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Pseudohynobius shuichengensis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bufo aspinius,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bufo aspinius,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Bufo aspinius,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Bufo ailaoanus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bufo ailaoanus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Nanorana medogensis,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Nanorana medogensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Nanorana medogensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Nanorana maculosa,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Nanorana maculosa,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Pseudohynobius kuankuoshuiensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Chimaera phantasma,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Rhinolophus willardi,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Rhinolophus willardi,5.1,Species disturbance,5,Biological resource use,Hunting & collecting terrestrial animals
Rhinolophus willardi,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Rhinolophus willardi,5.3,Species mortality,5,Biological resource use,Logging & wood harvesting
Rhinolophus willardi,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Rhinolophus willardi,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Rhinolophus willardi,2.1,Species mortality,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Rhinolophus willardi,2.1,Species disturbance,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Rhinolophus willardi,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Rhinolophus willardi,2.2,Species mortality,2,Agriculture & aquaculture,Wood & pulp plantations
Rhinolophus willardi,2.2,Species disturbance,2,Agriculture & aquaculture,Wood & pulp plantations
Rhinolophus willardi,6.3,Ecosystem stresses,6,Human intrusions & disturbance,Work & other activities
Rhinolophus willardi,6.3,Species mortality,6,Human intrusions & disturbance,Work & other activities
Rhinolophus willardi,6.3,Species disturbance,6,Human intrusions & disturbance,Work & other activities
Rhinolophus kahuzi,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Rhinolophus kahuzi,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Rhinolophus kahuzi,5.3,Species mortality,5,Biological resource use,Logging & wood harvesting
Rhinolophus kahuzi,6.3,Species disturbance,6,Human intrusions & disturbance,Work & other activities
Murina harpioloides,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Murina harpioloides,9.5,Species mortality,9,Pollution,Air-borne pollutants
Murina harpioloides,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Murina harpioloides,2.2,Species mortality,2,Agriculture & aquaculture,Wood & pulp plantations
Murina harpioloides,2.2,Species disturbance,2,Agriculture & aquaculture,Wood & pulp plantations
Murina harpioloides,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Murina harpioloides,2.1,Species mortality,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Murina harpioloides,2.1,Species disturbance,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Hypsugo lanzai,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Hypsugo lanzai,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Hypsugo lanzai,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Hypsugo lanzai,1.1,Species disturbance,1,Residential & commercial development,Housing & urban areas
Hypsugo lanzai,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Hypsugo lanzai,1.2,Species disturbance,1,Residential & commercial development,Commercial & industrial areas
Hypsugo lanzai,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Hypsugo lanzai,11.4,Species mortality,11,Climate change & severe weather,Storms & flooding
Nyctophilus corbeni,7.1,Species disturbance,7,Natural system modifications,Fire & fire suppression
Nyctophilus corbeni,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Nyctophilus corbeni,2.3,Species disturbance,2,Agriculture & aquaculture,Livestock farming & ranching
Nyctophilus corbeni,9.3,Species disturbance,9,Pollution,Agricultural & forestry effluents
Nyctophilus corbeni,11.5,Species disturbance,11,Climate change & severe weather,Other impacts
Nyctophilus corbeni,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Nyctophilus corbeni,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Nyctophilus corbeni,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Rhinolophus perditus,2.1,Species disturbance,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Rhinolophus perditus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Rhinolophus perditus,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Rhinolophus perditus,1.3,Species disturbance,1,Residential & commercial development,Tourism & recreation areas
Nycticebus javanicus,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Nycticebus javanicus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Nycticebus javanicus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Nycticebus javanicus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Nycticebus javanicus,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Thorius maxillabrochus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Thorius maxillabrochus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Thorius maxillabrochus,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Thorius maxillabrochus,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Spermophilus citellus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Spermophilus citellus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Cercocebus lunulatus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Cercocebus lunulatus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Cercocebus lunulatus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Cercocebus atys,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Cercocebus atys,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Cercocebus atys,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Cercopithecus lomamiensis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Cercopithecus lomamiensis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Chiropterotriton miquihuanus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Chiropterotriton miquihuanus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Chiropterotriton miquihuanus,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Eleutherodactylus grunwaldi,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Dyacopterus rickarti,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Dyacopterus rickarti,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Dyacopterus rickarti,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Dyacopterus rickarti,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Dyacopterus rickarti,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Dyacopterus rickarti,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Spalax graecus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Spalax graecus,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Prostherapis dunni,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Prostherapis dunni,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Prostherapis dunni,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Prostherapis dunni,7.1,Ecosystem stresses,7,Natural system modifications,Fire & fire suppression
Prostherapis dunni,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Prostherapis dunni,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Myersiohyla aromatica,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Myersiohyla aromatica,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Myersiohyla aromatica,11.2,Indirect species effects,11,Climate change & severe weather,Droughts
Myersiohyla aromatica,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Myersiohyla aromatica,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Myersiohyla aromatica,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Stefania oculosa,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Stefania oculosa,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Stefania oculosa,11.2,Indirect species effects,11,Climate change & severe weather,Droughts
Stefania oculosa,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Stefania percristata,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Stefania percristata,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Stefania percristata,11.2,Indirect species effects,11,Climate change & severe weather,Droughts
Stefania percristata,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Stefania breweri,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Stefania breweri,11.1,Indirect species effects,11,Climate change & severe weather,Habitat shifting & alteration
Stefania breweri,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Stefania breweri,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Stefania breweri,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Stefania breweri,11.2,Indirect species effects,11,Climate change & severe weather,Droughts
Stefania breweri,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Stefania breweri,6.1,Indirect species effects,6,Human intrusions & disturbance,Recreational activities
Tachiramantis lassoalcalai,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Tachiramantis lassoalcalai,4.2,Ecosystem stresses,4,Transportation & service corridors,Utility & service lines
Tachiramantis lassoalcalai,6.3,Ecosystem stresses,6,Human intrusions & disturbance,Work & other activities
Tachiramantis lassoalcalai,7.1,Ecosystem stresses,7,Natural system modifications,Fire & fire suppression
