scientificName,redlistCategory,actions,other_threats,smallpop
Mammillaria mathildae,Endangered,NA,NA,NA
Mammillaria microhelia,Endangered,NA,yes,NA
Mammillaria pennispinosa,Critically Endangered,NA,NA,NA
Mammillaria rettigiana,Endangered,yes,NA,NA
Mammillaria sanchez-mejoradae,Critically Endangered,NA,NA,NA
Mammillaria zeilmanniana,Critically Endangered,NA,NA,NA
Pereskia aureiflora,Endangered,yes,NA,NA
Tacinga estevesii,Endangered,NA,NA,NA
Rhipsalis crispata,Endangered,NA,yes,NA
Rhipsalis pacheco-leonis,Endangered,NA,NA,NA
Schlumbergera kautskyi,Endangered,NA,yes,NA
Cereus mirabella,Endangered,NA,yes,NA
Cipocereus laniflorus,Endangered,NA,NA,yes
Cipocereus crassisepalus,Endangered,NA,NA,NA
Cipocereus pusilliflorus,Critically Endangered,yes,NA,yes
Arrojadoa eriocaulis,Endangered,NA,yes,NA
Pilosocereus azulensis,Critically Endangered,yes,yes,NA
Pilosocereus magnificus,Endangered,NA,yes,NA
Pilosocereus multicostatus,Endangered,NA,yes,NA
Micranthocereus violaciflorus,Endangered,NA,yes,NA
Micranthocereus auriazureus,Endangered,NA,yes,NA
Micranthocereus streckeri,Critically Endangered,NA,yes,NA
Micranthocereus polyanthus,Endangered,NA,NA,yes
Coleocephalocereus purpureus,Critically Endangered,NA,yes,NA
Melocactus conoideus,Critically Endangered,NA,NA,NA
Melocactus deinacanthus,Endangered,yes,yes,NA
Melocactus azureus,Endangered,yes,yes,NA
Melocactus ferreophilus,Critically Endangered,NA,yes,NA
Melocactus lanssensianus,Endangered,NA,yes,NA
Melocactus glaucescens,Endangered,yes,yes,NA
Arthrocereus glaziovii,Endangered,yes,yes,NA
Discocactus pseudoinsignis,Endangered,NA,NA,NA
Uebelmannia buiningii,Critically Endangered,yes,yes,NA
Uebelmannia gummifera,Endangered,NA,yes,NA
Uebelmannia pectinifera,Endangered,NA,yes,NA
Ariocarpus agavoides,Endangered,NA,NA,NA
Ariocarpus bravoanus,Endangered,yes,yes,NA
Ariocarpus scaphirostris,Endangered,NA,yes,NA
Echinocactus grusonii,Endangered,NA,NA,NA
Obregonia denegrii,Endangered,NA,NA,NA
Thelocactus hastifer,Endangered,NA,NA,NA
Turbinicarpus alonsoi,Critically Endangered,NA,NA,NA
Turbinicarpus gielsdorfianus,Critically Endangered,NA,yes,NA
Turbinicarpus hoferi,Critically Endangered,NA,NA,NA
Turbinicarpus horripilus,Endangered,NA,NA,NA
Turbinicarpus laui,Critically Endangered,NA,yes,NA
Turbinicarpus mandragora,Critically Endangered,NA,NA,NA
Turbinicarpus pseudomacrochele,Endangered,NA,NA,NA
Turbinicarpus swobodae,Critically Endangered,NA,NA,NA
Opuntia pachyrrhiza,Endangered,NA,NA,NA
Opuntia megarrhiza,Endangered,NA,NA,NA
Opuntia chaffeyi,Critically Endangered,NA,NA,yes
Mammillaria albicoma,Endangered,NA,NA,NA
Lepus corsicanus,Vulnerable,yes,yes,NA
Cupressus chengiana,Vulnerable,NA,NA,NA
Cupressus goveniana,Endangered,NA,yes,NA
Cupressus guadalupensis,Endangered,NA,yes,NA
Juniperus angosturana,Vulnerable,NA,yes,NA
Juniperus gracilior,Endangered,yes,yes,NA
Juniperus saltillensis,Endangered,NA,NA,NA
Juniperus tibetica,Vulnerable,NA,NA,NA
Cupressus sargentii,Vulnerable,NA,yes,NA
Abies fabri,Vulnerable,NA,NA,NA
Abies hickelii,Endangered,NA,NA,NA
Abies recurvata,Vulnerable,NA,NA,NA
Cedrus atlantica,Endangered,NA,yes,NA
Keteleeria evelyniana,Vulnerable,NA,NA,NA
Picea asperata,Vulnerable,NA,NA,NA
Picea likiangensis,Vulnerable,NA,NA,NA
Picea maximowiczii,Endangered,NA,yes,NA
Pinus radiata,Endangered,NA,yes,NA
Pinus torreyana,Critically Endangered,yes,yes,NA
Pinus tropicalis,Vulnerable,NA,yes,NA
Pseudotsuga sinensis,Vulnerable,NA,NA,NA
Dacrydium medium,Vulnerable,NA,yes,NA
Dacrydium pectinatum,Endangered,NA,NA,NA
Nageia motleyi,Vulnerable,NA,NA,NA
Podocarpus archboldii,Vulnerable,NA,NA,NA
Podocarpus confertus,Endangered,NA,NA,NA
Podocarpus henkelii,Endangered,NA,NA,NA
Podocarpus macrocarpus,Endangered,NA,NA,NA
Podocarpus polystachyus,Vulnerable,NA,NA,NA
Podocarpus ridleyi,Vulnerable,NA,NA,NA
Podocarpus sprucei,Endangered,NA,NA,NA
Prumnopitys montana,Vulnerable,yes,NA,NA
Taxus chinensis,Endangered,yes,NA,NA
Abies hidalgensis,Vulnerable,NA,yes,NA
Podocarpus palawanensis,Critically Endangered,NA,NA,NA
Podocarpus perrieri,Critically Endangered,NA,NA,NA
Leptocereus quadricostatus,Endangered,yes,yes,NA
Xanthocyparis vietnamensis,Endangered,yes,NA,NA
Clinus spatulatus,Endangered,NA,NA,NA
Conus cepasi,Vulnerable,NA,NA,NA
Osteopilus vastus,Vulnerable,NA,NA,NA
Barbourula kalimantanensis,Endangered,NA,NA,NA
Atelopus laetissimus,Endangered,NA,NA,NA
Atelopus nahumae,Endangered,NA,NA,NA
Atelopus pulcher,Vulnerable,NA,NA,NA
Rhinella arborescandens,Endangered,NA,yes,NA
Incilius holdridgei,Critically Endangered,NA,NA,yes
Leptophryne cruentata,Critically Endangered,yes,yes,yes
Allobates alessandroi,Endangered,NA,NA,NA
Allobates juanii,Endangered,NA,NA,NA
Mannophryne olmonae,Vulnerable,yes,NA,NA
Phyllobates vittatus,Endangered,NA,NA,NA
Agalychnis annae,Endangered,NA,yes,NA
Duellmanohyla lythrodes,Endangered,NA,NA,NA
Duellmanohyla uranochroa,Endangered,NA,NA,yes
Gastrotheca christiani,Critically Endangered,yes,NA,NA
Isthmohyla graceae,Critically Endangered,yes,NA,yes
Boana heilprini,Vulnerable,NA,NA,NA
Crocidura canariensis,Endangered,NA,NA,NA
Isthmohyla tica,Critically Endangered,yes,NA,yes
Osteopilus pulchrilineatus,Vulnerable,NA,NA,NA
Ptychohyla legleri,Endangered,NA,NA,NA
Leptopelis karissimbensis,Vulnerable,NA,NA,NA
Leptopelis parkeri,Endangered,NA,NA,NA
Leptopelis vermiculatus,Endangered,NA,NA,NA
Eleutherodactylus alcoae,Endangered,yes,NA,NA
Eleutherodactylus armstrongi,Endangered,NA,NA,NA
Craugastor coffeus,Critically Endangered,NA,NA,yes
Crocodylus acutus,Vulnerable,NA,yes,NA
Craugastor fleischmanni,Critically Endangered,yes,NA,yes
Mecistops cataphractus,Critically Endangered,yes,yes,NA
Crocodylus intermedius,Critically Endangered,yes,yes,yes
Craugastor gulosus,Critically Endangered,NA,NA,yes
Crocodylus palustris,Vulnerable,NA,NA,NA
Crocodylus siamensis,Critically Endangered,yes,yes,NA
Crocodylus mindorensis,Critically Endangered,yes,yes,NA
Craugastor obesus,Critically Endangered,NA,NA,yes
Pristimantis repens,Endangered,NA,NA,NA
Leptodactylus fallax,Critically Endangered,yes,NA,yes
Ctenophryne carpish,Endangered,NA,NA,NA
Oreobates pereger,Endangered,NA,NA,NA
Telmatobius brevipes,Vulnerable,NA,NA,NA
Telmatobius brevirostris,Endangered,NA,NA,NA
Telmatobius carrillae,Vulnerable,NA,NA,NA
Telmatobius ceiorum,Critically Endangered,NA,NA,yes
Telmatobius ignavus,Endangered,NA,NA,NA
Telmatobius intermedius,Endangered,NA,NA,NA
Telmatobius laticeps,Critically Endangered,NA,NA,yes
Telmatobius latirostris,Endangered,NA,NA,NA
Telmatobius marmoratus,Vulnerable,NA,NA,NA
Telmatobius mayoloi,Endangered,NA,NA,NA
Telmatobius pisanoi,Endangered,NA,NA,NA
Telmatobius truebae,Vulnerable,NA,yes,NA
Anodonthyla nigrigularis,Endangered,NA,NA,NA
Anodonthyla rouxae,Endangered,NA,NA,NA
Probreviceps macrodactylus,Endangered,NA,NA,NA
Xenopus longipes,Critically Endangered,yes,NA,NA
Lithobates vibicarius,Vulnerable,yes,NA,yes
Raorchestes travancoricus,Endangered,NA,NA,NA
Ambystoma flavipiperatum,Endangered,NA,NA,NA
Bolitoglossa compacta,Endangered,NA,NA,NA
Cryptotriton veraepacis,Critically Endangered,NA,NA,NA
Isurus paucus,Endangered,yes,NA,NA
Telmatobius timens,Critically Endangered,NA,NA,NA
Cophyla berara,Endangered,NA,NA,NA
Dalatias licha,Vulnerable,NA,NA,NA
Coleocephalocereus buxbaumianus,Endangered,NA,yes,NA
Magnolia cubensis,Vulnerable,NA,yes,NA
Magnolia pacifica,Endangered,NA,yes,NA
Alligator sinensis,Critically Endangered,yes,yes,yes
Hipposideros ridleyi,Vulnerable,NA,NA,NA
Hipposideros curtus,Vulnerable,NA,yes,NA
Hipposideros demissus,Vulnerable,NA,NA,NA
Hipposideros lamottei,Critically Endangered,NA,NA,NA
Hipposideros marisae,Vulnerable,NA,yes,NA
Hipposideros sorenseni,Vulnerable,NA,NA,NA
Hobbseus valleculus,Endangered,NA,NA,NA
Hobbseus yalobushensis,Endangered,NA,NA,NA
Hobbseus orconectoides,Endangered,NA,NA,NA
Holoaden bradei,Critically Endangered,NA,yes,NA
Huso dauricus,Critically Endangered,yes,yes,NA
Huso huso,Critically Endangered,yes,yes,NA
Hydromantes brunus,Vulnerable,NA,NA,NA
Hydromantes shastae,Vulnerable,NA,NA,NA
Bokermannohyla izecksohni,Critically Endangered,NA,NA,NA
Hylobates agilis,Endangered,NA,NA,NA
Hylobates klossii,Endangered,NA,NA,NA
Hylobates lar,Endangered,NA,NA,NA
Hylobates moloch,Endangered,NA,NA,yes
Hylobates pileatus,Endangered,NA,NA,NA
Hynobius abei,Critically Endangered,NA,NA,NA
Hynobius dunni,Endangered,NA,NA,NA
Hynobius hidamontanus,Endangered,NA,NA,NA
Hynobius okiensis,Critically Endangered,yes,NA,NA
Hynobius ikioi,Vulnerable,NA,NA,NA
Hynobius takedai,Endangered,NA,NA,NA
Ambystoma mexicanum,Critically Endangered,NA,NA,NA
Kerivoula africana,Endangered,NA,NA,NA
Kerivoula flora,Vulnerable,NA,NA,NA
Ambystoma californiense,Vulnerable,yes,yes,NA
Ambystoma cingulatum,Vulnerable,NA,yes,NA
Lagothrix lagothricha,Vulnerable,NA,NA,NA
Latidens salimalii,Endangered,NA,NA,NA
Latimeria chalumnae,Critically Endangered,NA,NA,NA
Ammotragus lervia,Vulnerable,NA,NA,NA
Leontopithecus caissara,Critically Endangered,yes,yes,yes
Leontopithecus chrysopygus,Endangered,yes,NA,NA
Lepidochelys olivacea,Vulnerable,NA,NA,NA
Liosaccus pachygaster,Vulnerable,NA,NA,NA
Litoria aurea,Vulnerable,yes,yes,NA
Litoria brevipalmata,Endangered,yes,yes,NA
Litoria castanea,Critically Endangered,NA,NA,yes
Litoria nannotis,Endangered,NA,yes,NA
Litoria nyakalensis,Critically Endangered,yes,yes,yes
Litoria piperata,Critically Endangered,yes,NA,yes
Litoria rheocola,Endangered,yes,yes,NA
Litoria spenceri,Critically Endangered,yes,yes,NA
Litoria lorica,Critically Endangered,yes,yes,yes
Loris tardigradus,Endangered,NA,yes,yes
Louisea edeaensis,Endangered,NA,NA,NA
Loxodonta africana,Vulnerable,yes,yes,NA
Macaca arctoides,Vulnerable,NA,NA,NA
Macaca maura,Endangered,NA,NA,NA
Macaca nemestrina,Vulnerable,NA,NA,NA
Macaca nigra,Critically Endangered,NA,NA,NA
Macaca ochreata,Vulnerable,NA,NA,NA
Macaca silenus,Endangered,yes,NA,yes
Macaca sinica,Endangered,NA,NA,NA
Macaca sylvanus,Endangered,yes,NA,NA
Macaca tonkeana,Vulnerable,NA,NA,NA
Macaca nigrescens,Vulnerable,NA,NA,NA
Macaca hecki,Vulnerable,NA,NA,NA
Andrias davidianus,Critically Endangered,NA,NA,NA
Mandrillus leucophaeus,Endangered,NA,NA,NA
Mantella aurantiaca,Critically Endangered,NA,NA,NA
Marmota menzbieri,Vulnerable,NA,NA,NA
Megaerops kusnotoi,Vulnerable,NA,NA,NA
Megaerops wetmorei,Vulnerable,NA,NA,NA
Melanobatrachus indicus,Endangered,NA,NA,NA
Meriones dahli,Endangered,NA,NA,NA
Meriones sacramenti,Vulnerable,NA,yes,NA
Mertensiella caucasica,Vulnerable,NA,NA,NA
Mesocapromys angelcabrerai,Endangered,NA,NA,yes
Mesocricetus auratus,Vulnerable,NA,NA,NA
Stoliczia goal,Vulnerable,NA,NA,NA
Stoliczia bella,Vulnerable,NA,NA,NA
Heterothelphusa fatum,Vulnerable,NA,NA,NA
Potamocarcinus roatensis,Vulnerable,NA,NA,NA
Geothelphusa wangi,Vulnerable,NA,NA,NA
Parathelphusa reticulata,Critically Endangered,NA,NA,NA
Johora thoi,Vulnerable,NA,NA,NA
Somanniathelphusa zanklon,Endangered,NA,NA,NA
Austrothelphusa tigrina,Vulnerable,NA,NA,NA
Sayamia maehongsonensis,Vulnerable,NA,NA,NA
Ibanum pilimanus,Endangered,NA,NA,NA
Stelomon erawanense,Vulnerable,NA,NA,NA
Geothelphusa lanyu,Critically Endangered,NA,NA,NA
Hypolobocera gracilignatha,Vulnerable,NA,NA,NA
Moritschus ecuadorensis,Vulnerable,NA,NA,NA
Arachnothelphusa melanippe,Vulnerable,NA,NA,NA
Irmengardia nemestrinus,Endangered,NA,NA,NA
Geothelphusa taroko,Vulnerable,NA,NA,NA
Phrygiopilus acanthophallus,Vulnerable,NA,yes,NA
Liberonautes nanoides,Endangered,yes,NA,NA
Potamon bileki,Vulnerable,NA,NA,NA
Austrothelphusa valentula,Vulnerable,NA,NA,NA
Johora gapensis,Vulnerable,NA,NA,NA
Parathelphusa cabayugan,Vulnerable,NA,NA,NA
Potamocarcinus hartmanni,Vulnerable,NA,NA,NA
Hypolobocera barbacensis,Vulnerable,NA,NA,NA
Phricotelphusa limula,Vulnerable,NA,yes,NA
Isolapotamon bauense,Vulnerable,NA,NA,NA
Trichodactylus crassus,Endangered,NA,NA,NA
Epilobocera wetherbeei,Vulnerable,NA,NA,NA
Phricotelphusa callianira,Vulnerable,NA,NA,NA
Microtus breweri,Vulnerable,NA,NA,NA
Geothelphusa pingtung,Vulnerable,NA,NA,NA
Terrathelphusa kuchingensis,Endangered,NA,NA,NA
Migmathelphusa olivacea,Endangered,NA,NA,NA
Lindacatalina sumacensis,Vulnerable,NA,NA,NA
Raddaus mertensi,Vulnerable,NA,NA,NA
Tehuana lamothei,Endangered,NA,NA,NA
Coccusa cristicervix,Endangered,NA,NA,NA
Geothelphusa takuan,Vulnerable,NA,NA,NA
Hypolobocera rotundilobata,Vulnerable,NA,NA,NA
Fredius granulatus,Vulnerable,NA,NA,NA
Cryptopotamon anacoluthon,Vulnerable,NA,NA,NA
Potamonautes triangulus,Vulnerable,NA,NA,NA
Indochinamon villosum,Endangered,NA,yes,NA
Stoliczia pahangensis,Vulnerable,NA,NA,NA
Indochinamon guttum,Vulnerable,NA,NA,NA
Parathelphusa balabac,Vulnerable,NA,NA,NA
Salangathelphusa anophrys,Endangered,NA,NA,NA
Hypolobocera exuca,Endangered,NA,NA,NA
Parathelphusa crocea,Vulnerable,NA,NA,NA
Stoliczia perlensis,Vulnerable,NA,NA,NA
Iomon nan,Endangered,NA,yes,NA
Microthelphusa forcarti,Vulnerable,NA,NA,NA
Parathelphusa nagasakti,Endangered,NA,NA,NA
Parathelphusa maindroni,Vulnerable,NA,NA,NA
Potamonautes xiphoidus,Vulnerable,NA,NA,NA
Stelomon kanchanaburiense,Vulnerable,NA,NA,NA
Strengeriana antioquensis,Critically Endangered,NA,yes,yes
Chaceus ibiricensis,Vulnerable,NA,NA,NA
Parapotamon spinescens,Vulnerable,NA,NA,NA
Adeleana forcarti,Vulnerable,NA,NA,NA
Liberonautes nimba,Vulnerable,yes,NA,NA
Lepidothelphusa cognetti,Endangered,NA,yes,NA
Stoliczia leoi,Vulnerable,NA,NA,NA
Allacanthos pittieri,Vulnerable,NA,NA,NA
Parathelphusa ovum,Vulnerable,NA,NA,NA
Mekhongthelphusa tetragona,Vulnerable,NA,NA,NA
Siamthelphusa holthuisi,Endangered,NA,NA,NA
Johora punicea,Endangered,NA,yes,NA
Parathelphusa possoensis,Vulnerable,NA,NA,NA
Tiwaripotamon edostilus,Vulnerable,NA,NA,NA
Liberonautes lugbe,Critically Endangered,yes,NA,NA
Geothelphusa lutao,Critically Endangered,NA,NA,NA
Rodriguezus trujillensis,Vulnerable,NA,NA,NA
Tehuana poglayenorum,Endangered,NA,NA,NA
Doimon doichiangdao,Endangered,NA,NA,NA
Hypolobocera rathbuni,Vulnerable,NA,NA,NA
Liberonautes rubigimanus,Endangered,NA,NA,NA
Oziothelphusa wagrakarowensis,Vulnerable,NA,NA,NA
Phricotelphusa gracilipes,Endangered,NA,NA,NA
Sayamia melanodactylus,Endangered,NA,NA,NA
Hypolobocera alata,Vulnerable,NA,NA,NA
Liberonautes grandbassa,Critically Endangered,yes,NA,NA
Typhlopseudothelphusa mocinoi,Endangered,NA,NA,NA
Irmengardia didacta,Endangered,NA,NA,NA
Ptychophallus tristani,Vulnerable,NA,NA,NA
Doimon doisutep,Endangered,NA,NA,NA
Bottiella cucutensis,Vulnerable,NA,NA,NA
Sinopotamon hanyangense,Vulnerable,NA,NA,NA
Phricotelphusa elegans,Vulnerable,NA,NA,NA
Liotelphusa quadrata,Vulnerable,NA,NA,NA
Sinopotamon ebianense,Vulnerable,NA,NA,NA
Stoliczia cognata,Vulnerable,NA,NA,NA
Parathelphusa batamensis,Endangered,NA,NA,NA
Potamonautes reidi,Vulnerable,NA,NA,NA
Stoliczia changmanae,Vulnerable,NA,NA,NA
Geothelphusa nanao,Vulnerable,NA,NA,NA
Thaksinthelphusa yongchindaratae,Endangered,NA,NA,NA
Louisea balssi,Endangered,NA,NA,NA
Nemoron nomas,Vulnerable,NA,NA,NA
Stoliczia chaseni,Endangered,NA,NA,NA
Stygothelphusa bidiensis,Vulnerable,NA,NA,NA
Hainanpotamon orientale,Endangered,NA,NA,NA
Stoliczia tweedei,Vulnerable,NA,NA,NA
Geothelphusa wutai,Vulnerable,NA,NA,NA
Pupamon phrae,Vulnerable,NA,NA,NA
Malayopotamon granulatum,Vulnerable,NA,NA,NA
Geothelphusa yangminshan,Endangered,NA,NA,NA
Phricotelphusa ranongi,Vulnerable,NA,NA,NA
Neopseudothelphusa fossor,Vulnerable,NA,NA,NA
Hypolobocera andagoensis,Vulnerable,NA,NA,NA
Tehuana veracruzana,Critically Endangered,NA,NA,NA
Indochinamon cua,Vulnerable,NA,NA,NA
Phricotelphusa hockpingi,Critically Endangered,NA,NA,NA
Stoliczia karenae,Vulnerable,NA,NA,NA
Hypolobocera cajambrensis,Vulnerable,NA,NA,NA
Avotrichodactylus oaxensis,Vulnerable,NA,NA,NA
Potamonemus sachsi,Vulnerable,NA,NA,NA
Geothelphusa levicervix,Endangered,NA,NA,NA
Moritschus altaquerensis,Vulnerable,NA,NA,NA
Johora johorensis,Vulnerable,NA,NA,NA
Johora counsilmani,Vulnerable,NA,NA,NA
Irmengardia johnsoni,Vulnerable,NA,NA,NA
Stoliczia kedahensis,Vulnerable,NA,NA,NA
Sundathelphusa minahassae,Vulnerable,NA,NA,NA
Stoliczia panhai,Vulnerable,NA,NA,NA
Geithusa pulchra,Endangered,NA,NA,NA
Nanhaipotamon formosanum,Vulnerable,NA,NA,NA
Hypolobocera velezi,Vulnerable,NA,NA,NA
Mainitia mainitensis,Vulnerable,NA,NA,NA
Somanniathelphusa taiwanensis,Endangered,NA,NA,NA
Bottiella medemi,Vulnerable,NA,NA,NA
Epilobocera haytensis,Vulnerable,NA,NA,NA
Indochinamon bhumibol,Endangered,NA,NA,NA
Mekhongthelphusa kengsaphu,Vulnerable,NA,NA,NA
Sundathelphusa rubra,Vulnerable,NA,NA,NA
Iomon luangprabangense,Vulnerable,NA,NA,NA
Indochinamon mieni,Vulnerable,NA,NA,NA
Geothelphusa miyakoensis,Vulnerable,NA,NA,NA
Oziothelphusa biloba,Vulnerable,NA,NA,NA
Elsalvadoria zurstrasseni,Vulnerable,NA,NA,NA
Sundathelphusa sottoae,Endangered,NA,yes,NA
Ateles fusciceps,Critically Endangered,yes,NA,NA
Latimeria menadoensis,Vulnerable,NA,NA,NA
Alosa sp. nov. 'Skadar',Vulnerable,NA,NA,NA
Alosa volgensis,Endangered,NA,NA,NA
Alosa killarnensis,Critically Endangered,NA,NA,NA
Miniopterus robustior,Endangered,NA,yes,NA
Eleutherodactylus michaelschmidi,Endangered,NA,NA,NA
Speleomantes sarrabusensis,Vulnerable,NA,NA,NA
Eleutherodactylus juanariveroi,Critically Endangered,yes,NA,NA
Nannophrys naeyakai,Endangered,NA,NA,NA
Hyperolius watsonae,Critically Endangered,NA,NA,NA
Peltophryne florentinoi,Critically Endangered,NA,NA,NA
Ololygon peixotoi,Critically Endangered,NA,NA,NA
Telmatobius sanborni,Vulnerable,NA,NA,NA
Allobates subfolionidificans,Vulnerable,NA,NA,NA
Bokermannohyla vulcaniae,Vulnerable,NA,NA,NA
Rhacophorus minimus,Endangered,NA,NA,NA
Mixophyes balbus,Vulnerable,yes,NA,NA
Mixophyes fleayi,Endangered,yes,yes,NA
Mixophyes iteratus,Endangered,yes,NA,NA
Nymphargus laurae,Critically Endangered,NA,NA,NA
Microkayla guillei,Critically Endangered,NA,NA,NA
Litoria myola,Critically Endangered,NA,yes,NA
Incilius chompipe,Vulnerable,NA,NA,NA
Telmatobius hintoni,Vulnerable,NA,NA,NA
Rana holtzi,Critically Endangered,yes,yes,NA
Cycloramphus faustoi,Critically Endangered,NA,NA,NA
Microkayla illampu,Vulnerable,NA,NA,NA
Microkayla illimani,Critically Endangered,NA,NA,NA
Microkayla quimsacruzis,Vulnerable,NA,NA,NA
Atelopus petersi,Critically Endangered,NA,NA,NA
Philautus neelanethrus,Endangered,NA,NA,NA
Rana draytonii,Vulnerable,yes,NA,NA
Rana sierrae,Endangered,yes,yes,NA
Fejervarya nicobariensis,Endangered,NA,NA,NA
Anomaloglossus breweri,Vulnerable,NA,NA,NA
Microkayla ankohuma,Vulnerable,NA,NA,NA
Mannophryne trujillensis,Endangered,NA,NA,NA
Mannophryne leonardoi,Endangered,NA,NA,NA
Ceuthomantis aracamuni,Vulnerable,NA,NA,NA
Ambystoma bishopi,Vulnerable,yes,yes,NA
Telmatobius espadai,Critically Endangered,NA,yes,NA
Calotriton arnoldi,Critically Endangered,yes,NA,NA
Ololygon faivovichi,Critically Endangered,NA,NA,NA
Microkayla kallawaya,Critically Endangered,NA,NA,NA
Microkayla saltator,Critically Endangered,NA,NA,NA
Microkayla chacaltaya,Vulnerable,NA,NA,NA
Pseudohynobius shuichengensis,Vulnerable,NA,NA,NA
Echiothrix centrosa,Vulnerable,NA,NA,NA
Punomys kofordi,Vulnerable,NA,NA,NA
Myotis hajastanicus,Critically Endangered,NA,yes,yes
Dyacopterus brooksi,Vulnerable,NA,NA,NA
Nyctimene keasti,Vulnerable,NA,NA,NA
Thomasomys macrotis,Vulnerable,NA,NA,NA
Presbytis natunae,Vulnerable,NA,NA,NA
Pteropus ualanus,Vulnerable,NA,NA,NA
Macaca munzala,Endangered,NA,NA,yes
Thomasomys onkiro,Vulnerable,NA,NA,NA
Crocidura hikmiya,Endangered,NA,NA,NA
Cacajao hosomi,Vulnerable,NA,NA,NA
Thomasomys apeco,Vulnerable,NA,NA,NA
Hipposideros inornatus,Vulnerable,NA,yes,yes
Nyctalus furvus,Vulnerable,NA,NA,NA
Harpyionycteris celebensis,Vulnerable,NA,NA,NA
Nyctophilus nebulosus,Critically Endangered,NA,NA,NA
Eptesicus japonensis,Endangered,NA,yes,NA
Mormopterus norfolkensis,Vulnerable,NA,NA,NA
Murina aenea,Vulnerable,NA,NA,NA
Murina rozendaali,Vulnerable,NA,NA,NA
Myomimus roachi,Vulnerable,NA,NA,NA
Myosorex longicaudatus,Vulnerable,NA,NA,NA
Myosorex blarina,Endangered,NA,NA,NA
Mystacina robusta,Critically Endangered,NA,NA,yes
Mystacina tuberculata,Vulnerable,NA,NA,NA
Naemorhedus baileyi,Vulnerable,NA,NA,yes
Naemorhedus caudatus,Vulnerable,yes,NA,NA
Naemorhedus griseus,Vulnerable,NA,NA,NA
Nasalis larvatus,Endangered,NA,NA,NA
Neotoma angustapalata,Endangered,NA,NA,NA
Nesokia bunnii,Endangered,NA,NA,NA
Neurergus strauchii,Vulnerable,NA,NA,NA
Nycteris javanica,Vulnerable,NA,NA,NA
Nycticebus pygmaeus,Vulnerable,NA,NA,NA
Nyctimene rabori,Endangered,NA,NA,yes
Nyctimene minutus,Vulnerable,NA,NA,NA
Litoria dayi,Endangered,yes,yes,NA
Nyctophilus howensis,Critically Endangered,NA,NA,yes
Euastacus dalagarbe,Critically Endangered,NA,NA,NA
Engaeus yabbimunna,Vulnerable,NA,NA,NA
Euastacus gumar,Endangered,NA,NA,NA
Cherax pallidus,Endangered,NA,NA,NA
Ombrastacoides parvicaudatus,Critically Endangered,NA,NA,NA
Euastacus gamilaroi,Critically Endangered,NA,NA,NA
Euastacus brachythorax,Endangered,NA,NA,NA
Ombrastacoides pulcher,Vulnerable,NA,NA,NA
Euastacus sulcatus,Vulnerable,NA,NA,NA
Euastacus yarreansis,Vulnerable,NA,NA,NA
Euastacus guwinus,Critically Endangered,NA,NA,NA
Euastacus girurmulayn,Critically Endangered,NA,yes,NA
Cherax papuanus,Vulnerable,NA,NA,NA
Engaewa reducta,Endangered,NA,NA,NA
Engaewa walpolea,Endangered,yes,NA,NA
Euastacus balanesis,Endangered,NA,NA,NA
Euastacus spinichelatus,Endangered,NA,NA,NA
Euastacus guruhgi,Critically Endangered,NA,NA,NA
Tenuibranchiurus glypticus,Endangered,NA,NA,NA
Euastacus simplex,Vulnerable,NA,NA,NA
Euastacus jagabar,Critically Endangered,NA,NA,NA
Euastacus rieki,Endangered,NA,yes,NA
Engaewa pseudoreducta,Critically Endangered,NA,NA,NA
Cambarellus areolatus,Critically Endangered,NA,yes,NA
Cambarellus prolixus,Critically Endangered,NA,NA,NA
Ombrastacoides denisoni,Critically Endangered,NA,NA,NA
Euastacus claytoni,Endangered,NA,NA,NA
Euastacus bidawalis,Endangered,NA,NA,NA
Euastacus polysetosus,Endangered,NA,NA,NA
Euastacus suttoni,Vulnerable,NA,NA,NA
